"drag-coefficient-rfile"
"Iteration" "drag-coefficient etc.."
560 0.009092644042881801 0.009092644042881801
561 0.00909260879906694 0.00909260879906694
562 0.009092579838767842 0.009092579838767842
563 0.009092483247737834 0.009092483247737834
564 0.009092403444151327 0.009092403444151327
565 0.009092271648823681 0.009092271648823681
566 0.009092166842002989 0.009092166842002989
567 0.009092033600803864 0.009092033600803864
568 0.009091947572333748 0.009091947572333748
569 0.0090918414580448 0.0090918414580448
570 0.00909178552604417 0.00909178552604417
571 0.009091713912627478 0.009091713912627478
572 0.009091695088444584 0.009091695088444584
573 0.009091664748341185 0.009091664748341185
574 0.009091685874744437 0.009091685874744437
575 0.009091693993324925 0.009091693993324925
576 0.009091747952918386 0.009091747952918386
577 0.0090917827634663 0.0090917827634663
578 0.009091854917401285 0.009091854917401285
579 0.009091897624575501 0.009091897624575501
580 0.009091971928615277 0.009091971928615277
581 0.009092015009448604 0.009092015009448604
582 0.009092080854800086 0.009092080854800086
583 0.00909210131599217 0.00909210131599217
584 0.009092137873440855 0.009092137873440855
585 0.009092126650395832 0.009092126650395832
586 0.009092132106369683 0.009092132106369683
587 0.009092091162380106 0.009092091162380106
588 0.009092070719984661 0.009092070719984661
589 0.00909200657528246 0.00909200657528246
590 0.009091967198398731 0.009091967198398731
591 0.009091889658132265 0.009091889658132265
592 0.009091846962617514 0.009091846962617514
593 0.009091771626808803 0.009091771626808803
594 0.009091734752328523 0.009091734752328523
595 0.009091666173812822 0.009091666173812822
596 0.00909163762763931 0.00909163762763931
597 0.009091577332621193 0.009091577332621193
598 0.009091555290411347 0.009091555290411347
599 0.009091501332676506 0.009091501332676506
600 0.009091486544344983 0.009091486544344983
601 0.009091441196862369 0.009091441196862369
602 0.009091435903623345 0.009091435903623345
603 0.009091400158168863 0.009091400158168863
604 0.009091403811853633 0.009091403811853633
605 0.009091375787076127 0.009091375787076127
606 0.00909138632671469 0.00909138632671469
607 0.009091366155204856 0.009091366155204856
608 0.009091387042898091 0.009091387042898091
609 0.009091373906052542 0.009091373906052542
610 0.009091394847255138 0.009091394847255138
611 0.009091378640252966 0.009091378640252966
612 0.009091394781918866 0.009091394781918866
613 0.009091373604882162 0.009091373604882162
614 0.009091384285432963 0.009091384285432963
615 0.009091359406451588 0.009091359406451588
616 0.009091368655612763 0.009091368655612763
617 0.009091345423041365 0.009091345423041365
618 0.009091356842018465 0.009091356842018465
619 0.009091337691259964 0.009091337691259964
620 0.009091353024835259 0.009091353024835259
621 0.009091339248470172 0.009091339248470172
622 0.00909135990866981 0.00909135990866981
623 0.009091352435778417 0.009091352435778417
624 0.009091378662992733 0.009091378662992733
625 0.009091376843632815 0.009091376843632815
626 0.009091407285051518 0.009091407285051518
627 0.009091408610382948 0.009091408610382948
628 0.009091439383483202 0.009091439383483202
629 0.009091439168154958 0.009091439168154958
630 0.009091466517930231 0.009091466517930231
631 0.009091462207043852 0.009091462207043852
632 0.009091485457164554 0.009091485457164554
633 0.009091477169238435 0.009091477169238435
634 0.009091496274307279 0.009091496274307279
635 0.009091484170614816 0.009091484170614816
636 0.009091499920382438 0.009091499920382438
637 0.009091484893163285 0.009091484893163285
638 0.009091497884387692 0.009091497884387692
639 0.009091480477683668 0.009091480477683668
640 0.009091491475424873 0.009091491475424873
641 0.009091472413182339 0.009091472413182339
642 0.009091482000156024 0.009091482000156024
643 0.009091461707028795 0.009091461707028795
644 0.009091470618013027 0.009091470618013027
645 0.009091450314254595 0.009091450314254595
646 0.009091459999546074 0.009091459999546074
647 0.009091441228045427 0.009091441228045427
648 0.009091452896276411 0.009091452896276411
649 0.009091435719873619 0.009091435719873619
650 0.009091449256298994 0.009091449256298994
651 0.009091433580238667 0.009091433580238667
652 0.009091448280625939 0.009091448280625939
653 0.00909143376895415 0.00909143376895415
654 0.009091449160974789 0.009091449160974789
655 0.009091435233022157 0.009091435233022157
656 0.009091450830104736 0.009091450830104736
657 0.009091436938464346 0.009091436938464346
658 0.009091452366334076 0.009091452366334076
659 0.009091438210253421 0.009091438210253421
660 0.009091453275839172 0.009091453275839172
661 0.009091438611703891 0.009091438611703891
662 0.00909145296781951 0.00909145296781951
663 0.009091437616317536 0.009091437616317536
664 0.009091451251402056 0.009091451251402056
665 0.009091435305574143 0.009091435305574143
666 0.009091448658642864 0.009091448658642864
667 0.009091432588034755 0.009091432588034755
668 0.009091445722156566 0.009091445722156566
669 0.009091429435489641 0.009091429435489641
670 0.009091442553677153 0.009091442553677153
671 0.009091426449983446 0.009091426449983446
672 0.009091439609525021 0.009091439609525021
673 0.009091423547094147 0.009091423547094147
674 0.009091436983311243 0.009091436983311243
675 0.009091421472179216 0.009091421472179216
676 0.009091435579397913 0.009091435579397913
677 0.009091420926418108 0.009091420926418108
678 0.009091436032563798 0.009091436032563798
679 0.009091422246276426 0.009091422246276426
680 0.009091437487609535 0.009091437487609535
681 0.009091423665597915 0.009091423665597915
682 0.009091439229350887 0.009091439229350887
683 0.009091425936201148 0.009091425936201148
684 0.009091442068508307 0.009091442068508307
685 0.00909142947603607 0.00909142947603607
686 0.009091446371906274 0.009091446371906274
687 0.009091434524033703 0.009091434524033703
688 0.00909145203435 0.00909145203435
689 0.009091440769673949 0.009091440769673949
690 0.00909145865015496 0.00909145865015496
691 0.009091447745271665 0.009091447745271665
692 0.009091465722613285 0.009091465722613285
693 0.009091455273835937 0.009091455273835937
694 0.009091473409479149 0.009091473409479149
695 0.009091463313809559 0.009091463313809559
696 0.009091481524340073 0.009091481524340073
697 0.009091471317116864 0.009091471317116864
698 0.009091488905275096 0.009091488905275096
699 0.009091477138725743 0.009091477138725743
700 0.009091492136610244 0.009091492136610244
701 0.00909147745947338 0.00909147745947338
702 0.009091489953557444 0.009091489953557444
703 0.009091473512411102 0.009091473512411102
704 0.009091484887498431 0.009091484887498431
705 0.009091467814269488 0.009091467814269488
706 0.009091478708702812 0.009091478708702812
707 0.009091461233309804 0.009091461233309804
708 0.009091471935884169 0.009091471935884169
709 0.009091454540853357 0.009091454540853357
710 0.009091465556729614 0.009091465556729614
711 0.00909144866266394 0.00909144866266394
712 0.00909146028066924 0.00909146028066924
713 0.009091443980942995 0.009091443980942995
714 0.009091456026351724 0.009091456026351724
715 0.00909144021691651 0.00909144021691651
716 0.009091452977682301 0.009091452977682301
717 0.009091438002396257 0.009091438002396257
718 0.009091451494385876 0.009091451494385876
719 0.009091437009570543 0.009091437009570543
720 0.009091450851278498 0.009091450851278498
721 0.009091436627841665 0.009091436627841665
722 0.009091450523268601 0.009091450523268601
723 0.009091436096826793 0.009091436096826793
724 0.009091449697723736 0.009091449697723736
725 0.009091434992964364 0.009091434992964364
726 0.009091448356271509 0.009091448356271509
727 0.00909143343706331 0.00909143343706331
728 0.009091446553428206 0.009091446553428206
729 0.009091430871768839 0.009091430871768839
730 0.009091442218414438 0.009091442218414438
731 0.00909142447824836 0.00909142447824836
732 0.009091434225854107 0.009091434225854107
733 0.009091415150818079 0.009091415150818079
734 0.009091423903012026 0.009091423903012026
735 0.009091403884678249 0.009091403884678249
736 0.009091411654049329 0.009091411654049329
737 0.009091390810041509 0.009091390810041509
738 0.009091398138633241 0.009091398138633241
739 0.00909137726157422 0.00909137726157422
740 0.009091384999810385 0.009091384999810385
741 0.009091364986171966 0.009091364986171966
742 0.009091374011457397 0.009091374011457397
743 0.009091355539872443 0.009091355539872443
744 0.00909136632282583 0.00909136632282583
745 0.009091349769937068 0.009091349769937068
746 0.009091362510397485 0.009091362510397485
747 0.009091347889378933 0.009091347889378933
748 0.009091362441246212 0.009091362441246212
749 0.009091349478197553 0.009091349478197553
750 0.009091365555247952 0.009091365555247952
751 0.009091353976369891 0.009091353976369891
752 0.009091371396195582 0.009091371396195582
753 0.009091361252904476 0.009091361252904476
754 0.009091380208276581 0.009091380208276581
755 0.009091371598577451 0.009091371598577451
756 0.009091391991098994 0.009091391991098994
757 0.009091384697616164 0.009091384697616164
758 0.009091406132854347 0.009091406132854347
759 0.009091399384826941 0.009091399384826941
760 0.009091420888522335 0.009091420888522335
761 0.009091413955370577 0.009091413955370577
762 0.009091435122649446 0.009091435122649446
763 0.009091427471407142 0.009091427471407142
764 0.009091447632376458 0.009091447632376458
765 0.009091438618753939 0.009091438618753939
766 0.00909145671436634 0.00909145671436634
767 0.009091445007616213 0.009091445007616213
768 0.009091460356863998 0.009091460356863998
769 0.009091446653718652 0.009091446653718652
770 0.009091461091451699 0.009091461091451699
771 0.009091447267576868 0.009091447267576868
772 0.009091461695345072 0.009091461695345072
773 0.009091447860897049 0.009091447860897049
774 0.009091462318299208 0.009091462318299208
775 0.009091448690296313 0.009091448690296313
776 0.009091463467275938 0.009091463467275938
777 0.009091450180693579 0.009091450180693579
778 0.00909146515225133 0.00909146515225133
779 0.009091451591989723 0.009091451591989723
780 0.009091465561701088 0.009091465561701088
781 0.009091450945045723 0.009091450945045723
782 0.009091463901380837 0.009091463901380837
783 0.009091448271427457 0.009091448271427457
784 0.009091460628513763 0.009091460628513763
